TWEETS	SENTIMENTS
RT @airfarewatchdog: Interesting, @United with 630K followers has tweeted 406,000 times; we've tweeted just 40K times with 500K followers.	neutral
I'm on a @united flight to Beijing and the flight has been delayed for so long that I've had time to make a twitter. #struggleplane	negative
Join an awesome panel w/ @RebelMouse @united @honestdollar &amp; @doxtv tomorrow at @WeWork Congress. http://t.co/2QowTrIIQr #SXSW #SXSW2015	positive
@united Lost my family 1-1/2 days of our Bahamas vacation first in 10 years. Lost our luggage,still gone, no apologies. Finally flew USAir	negative
Thanks to Erica and Maria in Toronto @united for saving the day. Family will be in Mexico tomorrow.	positive
.@united any help if we have to stay overnight. #poweroutage #Washington	neutral
Looking good! @united #b737 @fly2ohare #boeinglovers #planespotting #airplane #airport #avgeek… https://t.co/PhsIrjSUgz	positive
Continued... And not going the extra mile for customer service to help. @united should be ashamed how it was all handled and not caring	negative
Thanks @united for losin my bags, taking off late so I miss my connecting flight and leave me stranded in Chicago overnight with nothing!	negative
@united supposed to be home almost 2hr ago. Pilot overshot our landing and now we're in a diff city. Up since 2am. Not too happy now!	negative
@united ugh why was i directed on here to contact via the cs form via web. Ridiculous. Thank you.	negative
@airfarewatchdog You guys are a whole lot more helpful to follow than @united . Still grateful for the $460 R/T TOR to China you found me!	negative
Wow @united curbside check in at McCarran fantastic! Fast, friendly and handsome! #unitedairlines	positive
@airfarewatchdog @united what better way to develop brand loyalty? I wish you guys had an airline	positive
@KenFTW @united it's funny that airlines don't post/tweet their most amazing fares. Maybe they want to keep them a secret.	neutral
RT @MarcKMGH: #BREAKING: @united Express #Q400 lands @DENAirport after blowing tire #VIDEO #travel #airlines #avgeek #aviation http://t.co/…	neutral
@LauraMTARX @TerriJMoore @MeghanaIRA @united we'll find out. 😉	neutral
@unitedLost me 1-1/2 days of my Bahamas vacation and lost my luggage. Still missing. Paid for upgrades and baggage on a plane I didn't ride	negative
@npann @TerriJMoore @MeghanaIRA Does that work with @united? Still waiting for my customer "service" hahahaha reply. Tick tock @united	negative
@airfarewatchdog @united you're posting the deals, that's the difference	negative
@mccrory @united Double-check your profile. If someone else booked your travel, it won’t import your TT# even if FF# was used.	neutral
RT @AirwaysNews: See what @United, @Lufthansa_DE are doing to help improve the passenger experience. http://t.co/Pipdpyy1MW http://t.co/sVy…	positive
@airfarewatchdog @united 90% of those tweets are probably replies to complaints lol	neutral
1hr delay meant the first round was on @united. #yummyalcohol #ilovefreestuff https://t.co/fIkC0Lvhqt	negative
@united Lost my luggage and lost me 1-1/2 day of my Bahamas vacation. Charged me baggage fees for a flight I didn't take. Took US Air	negative
Interesting, @United with 630K followers has tweeted 406,000 times; we've tweeted just 40K times with 500K followers.	negative
See what @United, @Lufthansa_DE are doing to help improve the passenger experience. http://t.co/Pipdpyy1MW http://t.co/sVyEIUBKu6	positive
RT @NCLairport: This summer fly with @united to over 300 destinations across the Americas, including Orlando! http://t.co/BasGvUqfR3 http:/…	positive
@united how long i have to wait until UA089 takes off？	negative
@united @Lukekennedy23 Us too. First vacation since 2008. They lost us 1-1/2 days and lost our luggage. Still missing. Crew change they say	negative
@united on a 14 hour flight to Beijing from Newark supposed to leave at 12:55, no video system and electricity isn't running to seats!!?	negative
#BREAKING: @united Express #Q400 lands @DENAirport after blowing tire #VIDEO #travel #airlines #avgeek #aviation http://t.co/bffUvzmwt3	negative
@unitedHad to have US Air get us to the Bahamas 1-1/2 days late. Still missing luggage 7 days later. No apologies or compensation. Never ag	negative
@united no need to we were late missed meeting. Very dissatisfied customer that will start looking else where. Very bad communication United	negative
Hey @Dulles_Airport @united any update on the #poweroutage #Washington? Twitter is the perfect medium for that :-) Just saying	neutral
Be still, my expo-loving heart. Nice job, @nyrr and @united #UnitedNYCHalf https://t.co/gFdpJwyCtl	positive
@united We can't be updated in departure time because we don't know where the flight attendant is. Niiiicccce	negative
@united So the announcement just came that our flight is delayed because the flight attendant is enroute from her home. Really??	negative
No electricity in a plane? Honestly? 100minute delay! Worst airline ever, can't believe I keep booking with this crappy airline! @united	negative
@umaaa207 @united Seconded. Also, begrudge using my precious last seconds of battery to tweet about how terrible United's service is today.	negative
@united last time my flight got delayed hour after hour they cancelled it in the end, lets just hope this is not the same case as always!	negative
@united another fantastic job of letting 50% of the passengers fill up 100% of the overhead storage. Kudos @united	negative
Instagram : by zuerichspotter - Three airplanes, two types, one alliance-@flyswiss @aircanada @united #starallian… http://t.co/zgPTASyojR	neutral
I am regretting choosing @SouthwestAir when I booked this trip. I would have gladly paid for luggage and been on time. #southwestairlines	negative
RT @BrettYochum71: @SouthwestAir figure your boarding process out #bushleague and give us some damn wifi	negative
RT @RealPaigeWWE: Now I remember why I hate @SouthwestAir pretty everything sucks about this airline. I wanna drop kick the rude ass staff.	negative
@NathanThornhill @SouthwestAir Head out to #LF, bro.No drink tickets required.	positive
Now they just announced another hour delay making it 9.5 hours. Rude uncaring workers as we all complain. @SouthwestAir #southwestairlines	negative
@SouthwestAir got me so messed up	negative
Not impressed today @SouthwestAir . I have been loyal but today I am not in luv.	negative
I have never heard so many lies in one day that I have heard here from @SouthwestAir. Absolutely unbelieveable. #NeverAgain	negative
@mrskocher @SouthwestAir Lucky 🍀 girl!	positive
@stillsbyhill @SouthwestAir this time they waited until we were at the gate and announced the 8.5 hour delay and no other options	negative
RT @redhairedlauren: @SouthwestAir I'm slightly concerned that a plane that has had 2 maintenance issues is still going to be the plane I b…	negative
@craigcampbelltv @SouthwestAir you know legally they have to let you carry on your instruments!	negative
@stillsbyhill @SouthwestAir I was informed that airlines are not supposed to charge for bereavement flight changes	negative
@SouthwestAir three flights have taken off to Phoenix during our delay... We're still sitting here waiting	negative
@stillsbyhill @SouthwestAir this is the second boo boo in two weeks. On 2-26 they charged me $248 to fly home early when Dave died. Not good	negative
Boarding a flt to #Vegas and scoring the @SouthwestAir 1st class seat 😃. #winning already 🎲🎲 http://t.co/pvcoW1vqtM	positive
Other people on my flight are starting to argue and cry. I'm crying inside this is just ridiculous. @SouthwestAir really dropped the ball	negative
@travelblawg @PointsWithACrew @SouthwestAir @Mommy_Points @TheDealMommy We will all be cheering you on! You'll be a pro in no time.	negative
Shout out to @SouthwestAir for having bathrooms that I can stand like a normal person in. #tallpeopleproblems	negative
@SouthwestAir so you delay us for 8 hours and still can't update the departure board? Are we leaving at 5 or 5:30? #SouthWorstAir	negative
Good pt on O2 Will be full flight (Vegas #marchmadness) #wishluck @TripsWithTykes @PointsWithACrew @SouthwestAir @Mommy_Points @TheDealMommy	negative
RT @FlyingHighRyan: .@SouthwestAir 's Maryland One paying @Reagan_Airport a visit today! http://t.co/E76Bp6anu1	neutral
.@SouthwestAir 's Maryland One paying @Reagan_Airport a visit today! http://t.co/jpd5drywzq	neutral
Hey #CrefloDollar, Jesus flies @SouthwestAir and chooses the middle seat. http://t.co/WealrEHRSj	neutral
@SouthwestAir I'm slightly concerned that a plane that has had 2 maintenance issues is still going to be the plane I board 3 hours late.	negative
@OnAirAsAmy @SouthwestAir  Must be that sunny disposition. :)	positive
@4mcadam @SouthwestAir I have B17 to #conv15 too!	neutral
@Coach_Vaughan @SouthwestAir I'm sure you can imagine I'm very happy about this	positive
RT @SinCityDreaming: Another beautiful day leaving @LASairport. Thanks for the safe lift home @southwestair ♡ http://t.co/WfQKC9mVQl	positive
RT @RealPaigeWWE: @SouthwestAir nah I'd rather just avoid you guys like the plague. But thanks for the message. ✌️	negative
@SouthwestAir delayed parents flight on March break....mechanical problems in buffalo. Maybe should've chosen some other airline	negative
@PointsWithACrew @travelblawg @SouthwestAir @Mommy_Points @TheDealMommy I'd go with 2 aisles for ease of movement, esp if flight is full	negative
I am reminded of why I don't usually fly [airline redacted]. Can't wait to get back on @SouthwestAir for the return leg. #pretzelsplease	positive
@PointsWithACrew @travelblawg @SouthwestAir @Mommy_Points @TheDealMommy Don't think u can have 2 lap infants to 1 side: not enough O2 masks	negative
@SouthwestAir  trying to register for atlanta companion promo but getting oops. tried calling but was told nobody can help til mon. help!	negative
RT @treyw97: @SouthwestAir - Need help getting 7 families to ORD 4 a national mathematics competition n Apr. Donate some seats?  #supportpu…	negative
Do you only deal with customers who  had a rare southwest hiccup?@SouthwestAir #southwest is the best airline easily #Alist	negative
@Dancemom_DianeP @SouthwestAir doesn't a backpack fit in the overhead compartment? perhaps he wants you to throw your trash in the aisle?	negative
@RealPaigeWWE @SouthwestAir u seriously should've just screamed at them,then poured ur Starbucks over them,then PTOed them &amp; then walk away	negative
RT @MDBiz: ICYMI @SouthwestAir CEO praises Maryland and @BWI_Airport for being business friendly. http://t.co/0veL7QA5nj http://t.co/387Rcd…	positive
@SouthwestAir Southwest's sense of urgency is lacking in recovering or replacing my wife's lost bag. Hard to ski with no gear. Help!	negative
If you don't like my jokes, there are 6 ways off this plane attendants for @SouthwestAir best intro ever #jokesonjokes #sb2k15	negative
@SouthwestAir Hello? Anyone there? Call center was of no assistance and now zero response via Twitter? C'mon SWA, you're better than this.	negative
Honey roasted! A day later saving my life! #SWA @SouthwestAir #thankgodtheirnotsalted http://t.co/1qVHiiTLxT	negative
@RealPaigeWWE @SouthwestAir but their commercials paint a better picture 😬	positive
“@RealPaigeWWE: @SouthwestAir nah I'd rather just avoid you guys like the plague. But thanks for the message. ✌️” hahaha 😂	negative
@SouthwestAir just dm'd yall :)	positive
Hey @SouthwestAir, you might want to start allowing aloe vera on your planes, because @RealPaigeWWE just BURNED you! :D	positive
Another beautiful day leaving @LASairport. Thanks for the safe lift home @southwestair ♡ http://t.co/WfQKC9mVQl	positive
If you're flying @SouthwestAir and you get to board in the "A" section it is literally the greatest thing on the face of the planet. #Werk	positive
@RealPaigeWWE @SouthwestAir Wanna tag team against them?	negative
@travelblawg @SouthwestAir @TripsWithTykes @Mommy_Points @TheDealMommy I would think double aisles would be better	neutral
Ft# 2157 Attendant Clint @SouthwestAir rude to passenger bc he attempted to put a backpack above. Told me he doesn't have a trash bin. Ass😳	negative
@SouthwestAir is it now policy for all of your attendants to be comedians? Vegas to SAN, Flight attendant, He is rude not funny. #overit	positive
Southwest Airlines continues to exploit new Love flying while upping competitive pressure in Dallas http://t.co/xUMLMGhEwc @SouthwestAir	negative
@travelblawg @SouthwestAir @TripsWithTykes @Mommy_Points I'd gamble on window/center. Absolutely LAST seat filled, I guarantee!	positive
Do you pick @AmericanAir, @united, @Delta or @SouthwestAir? Here's how I make my choices: http://t.co/cxOLEPOeBo #travel #airlines	neutral
On way to BWI to beg @SouthwestAir to let us on an earlier flight. Tourney calls for desperate measures. @UNC_Basketball #TarHeelNation	negative
Debating: lap twins w parents on @SouthwestAir -- flank aisle seats or window/center seats best? @TripsWithTykes @Mommy_Points @TheDealMommy	negative
RT @Matt_Dominguez: Another day, another flight. I spend more time on @SouthwestAir than I do in my own bed. http://t.co/xzk3igzDVV	neutral
RT @ccbvb: Switching planes now because we would have crashed or something. @SouthwestAir you fail today. Already an hour late to my meetin…	negative
Oh the adrenaline rush of the @SouthwestAir 24 hour check-in	negative
RT @ccbvb: Dude, unregistered dents on the plane AND no pilots? @SouthwestAir we are already delayed just about two hours. Not good guys. …	negative
@SouthwestAir Hey Southwest AL.  After 40 Min you finally picked up. &amp; your representive WAS RUDE!!!!!!	negative
@richarddeitsch @SouthwestAir everyone I deal with it like that. Which is why I fly them exclusively	positive
@SouthwestAir Thx you. I'm going to have some baggage issues as my bag is headed to another airport. But Ms. Salas-Porras was terrific.	negative
@SouthwestAir it had nothing to do with delays. Everything to do with not allowing me to use credit I was told I could use.	negative
@bguardave: @SouthwestAir Hey Southwest AL.  Been on hold for a 35 min.....  Answer your Fricking phone!!!!!!!!!!	negative
@VirginAtlantic we are flying out of gatwick in premium, what lounges with drinks can we access or pay to acces?	negative
@VirginAtlantic thanks for getting back to me. do you offer a discount on virgin america flights? need 2 internal flights while there thanks	neutral
@m: @VirginAtlantic  ?	neutral
@richardbranson Richard could you follow me. I have a question for you @virginatlantic	neutral
@VirginAtlantic I have never had such an appalling check in with an airline as I'm having right now!	negative
@VirginAtlantic @Kidscan_UK tomorrow, from heathrow. we've already raised £300... https://t.co/GZ47Fnah1n	neutral
@VirginAtlantic already been turned down by BA, easyjet etc. any chance of letting two @Kidscan_UK fund-raisers on a flight for a jailbreak?	neutral
The three boys together! @VirginAtlantic Clubhouse LHR http://t.co/g2hhf3gdGt	neutral
@VirginAtlantic Sure thing.	neutral
@VirginAtlantic hi guys just to check, we're flying with our 3 y.o and want to take his pram, is there any charge for taking this?	neutral
RT @CancunLike: El mar y el encanto de #Cancún @AmericanAir @VirginAtlantic @rpintegra @MexicoEsMagico http://t.co/OGswGgRBVw	neutral
Two @VirginAtlantic Little Red A320s in Edinburgh http://t.co/p0kHrx5lgB	neutral
@VirginAtlantic I look forward to going home but this lounge is so nice I may never leave..just found the jacuzzi	positive
@VirginAtlantic we would have been flying back on the 6pm flight on Virgin but due to passenger delays we are now on Delta who are awful!	negative
@VirginAtlantic Sir Richard Branson just said his family has banned him from driving -- he's flipped 3 cars with them in it.	neutral
RT @JamesEHawes: This puts @VirginAtlantic and @HotelIndia2014 at top of my wolf-friendly travelling list	positive
RT @JordanDane: "@JamesEHawes: This puts @VirginAtlantic and @HotelIndia2014 at top of my wolf-friendly travelling list"You deserve top d…	positive
@VirginAtlantic Hi guys, if I flew today how long will it take for my Flying Club miles to be added to my account? Was hoping to use Monday.	neutral
El mar y el encanto de #Cancún @AmericanAir @VirginAtlantic @rpintegra @MexicoEsMagico http://t.co/OGswGgRBVw	neutral
A cool brand experience e.g. of @VirginAtlantic won't work at @united this is big news ... Not @McDonaldsCorp panel #SXSW	neutral
@VirginAtlantic until when? Is this a site wide problem?	neutral
RT @B787fans: Nice shot of G-VAHH! MT “@beveried: It's @VirginAtlantic's Dream Girl 787-9 preparing to Paint the Skies Red to IAD http://t.…	neutral
@VirginAtlantic we are flying upper class in july LHR to LAX, is a transfer to our hotel included once we land? thanks :)	neutral
“@BabyAnimalPics: a baby weasel on the back of a woodpecker. http://t.co/occnRVFcQD” @ImMagnusBane you on my @VirginAtlantic plane back toUK	neutral
Holiday time! @VirginAtlantic LHR Clubhouse #dreamteam http://t.co/11UQsMCAJw	neutral
@VirginAtlantic your Heathrow lounge is stellar and Nicki in your #Bumble&amp;Bumble salon just made my month. #bestairportlounge #greatsevice	positive
Just look at those wingtips @Deaphen .... @VirginAtlantic #B787 #planeporn #avgeeks #redhot http://t.co/V6wj0tjZaw	positive
Great start to the holiday: @British_Airways flight to JFK cancelled! Now 4hr wait until we depart with @VirginAtlantic instead! :/	negative
And the world's best airport is ... http://t.co/0RxwF9vGnK @travelchannel @AirCanada @VirginAtlantic  @Americanair @AmericanExpress @Delta	positive
@VirginAtlantic out of pocket for over a month after being double charged - when finally refunded I find I'm left £15 down on the deal :(	negative
@VirginAtlantic @VirginHolidays Expect a nice complaint when I get back to the UK #rudestaff #neveragain #virginholidays #delta #awful	negative
@Delonge3k @British_Airways @VirginAtlantic many thanks Lewis that is very kind of you together we safely save these boys. Wayne	neutral
RT @Delonge3k: @PierHotelRhyl @British_Airways @VirginAtlantic donated :)	neutral
@VirginAtlantic Ended up DMing you a couple of hours ago as your requested, so you should have the necessary details/info.	neutral
RT @GB_FollowBack: You flew my parents to @LAX the other day can i get a follow @VirginAtlantic x	neutral
@British_Airways  cheaper than @VirginAtlantic - sorry virgin maybe next time.	negative
@PierHotelRhyl @British_Airways @VirginAtlantic donated :)	neutral
RT @PierHotelRhyl: .@British_Airways .@VirginAtlantic please help us save these #shanghaitwo fly them 2 safety.  http://t.co/EHwHGp1hLL htt…	neutral
RT @hornylittledevl: @richardbranson @Virgin @virginmedia @VirginAmerica @VirginAtlantic http://t.co/nUg01FFi3x	neutral
Thx for reply but no. This is a major PITA! Esp day flight ewr to lhr. Will switch 2 airline that does flights we want. @VirginAtlantic	negative
@askVirginEC When are you going to upgrade your train staff to look like your @VirginAtlantic staff?? 😬😉	neutral
Hello @VirginAtlantic I am trying to check in online for my flight tomorrow and it says it is not available for online checkin ?Why is this?	neutral
@VirginAtlantic got it sorted only problem not sitting together on flight over to lax not happy as paid extra for seats on aa.	negative
@richardbranson @Virgin @virginmedia @VirginAmerica @VirginAtlantic http://t.co/nUg01FFi3x	neutral
@VirginAtlantic Got it sorted now, thanks. London bound in May! Only £34 after using my air miles!! ☺️☺️☺️	positive
@richardbranson Flying @British_Airways and not @VirginAtlantic for starters!	neutral
@stoff77 @VirginAtlantic me too!	neutral
Trying to book a flight with @VirginAtlantic - all I get is this message. Give up. Let's try another airline.... http://t.co/RaN6OTrOBD	negative
@stoff77 @VirginAtlantic the last time I used them, they served loveheart sweets and celebrations 😜❤️👀	neutral
RT @Pundamentalism: They should make it illegal for airlines to operate unless the customer service is as good as @VirginAtlantic. A pleasu…	positive
@VirginAtlantic looking forward to meeting up later at LHR with the Boaste Kelly's before joining VS200 to HKG for a fabulous 2 weeks away	neutral
@DeltaAssist we did try that. They didnt know the Delta policies and were unhelpful. Not what I would expect from a @VirginAtlantic J-V.	negative
RT @estianlegrange: Thanks @VirginAtlantic @LondonGoesSA for an amazing experience in London #OnTourWithVirgin #LGSA &amp; thanks to @MarshallM…	positive
@Virgin_TrainsEC Sadly the excitement doesn't extend to the destination when flying @VirginAtlantic to NYC or Los Angeles in past	neutral
@VirginAtlantic Queuing in a corridor at gate 18, LHR.. What a great start to an 11 hour flight!	negative
@VirginAtlantic Hope you've not deleted 6 DMs from last week detailing how you've ignored many pleas for help over last 9 mnths.Do I resend?	negative
@VirginAtlantic How long does it take for missing Delta miles to be investigated and credited? Have sent the form in so just waiting now...	negative
@VirginAtlantic Trying to book on your website. Getting messages that flights are not available and others saying system error has occurred.	neutral
Not impressed @VirginAtlantic stopped am flight H'row to Newark &amp; day flight Newark to H'row! Time 2 find new airline after 20yrs! #flights	negative
.@British_Airways .@VirginAtlantic please help us save these #shanghaitwo fly them 2 safety.  http://t.co/EHwHGp1hLL http://t.co/ky1nF2DWWM	neutral
@VirginAtlantic no did not recieve a reply maybe yoursysem is full do u have a valid fax number regards james stuart	neutral
Great speedy service @Gatwick_Airport now in the @VirginAtlantic lounge having a breakfast 😃😍	positive
.@VirginAtlantic As you've unfollowed, I can't DM to report your appalling (lack of) #CustomerService. Promised a call Monday; none all week	negative
RT @Vinamralongani: The first and the only airline to fly the #B787-9 to @Delhi_Airport starting 30th March @VirginAtlantic #beatthat #avge…	neutral
@Vinamralongani @Delhi_Airport @VirginAtlantic ok :)	neutral
Nice shot of G-VAHH! MT “@beveried: It's @VirginAtlantic's Dream Girl 787-9 preparing to Paint the Skies Red to IAD http://t.co/0awfTGEyO4”	neutral
@SimpliVishal @Delhi_Airport @VirginAtlantic Am afraid if u ain't in uniform you don't get a jump seat.Has 12 Jump seats and 12 crew onboard	neutral
#Dreamfleet It's @VirginAtlantic's Dream Girl 787-9 preparing to Paint the Skies Red to IAD as VS21 @richardbranson http://t.co/HpZNVAVNml	neutral
@Vinamralongani @Delhi_Airport @VirginAtlantic get me a jump seat ;)	neutral
@SimpliVishal @Delhi_Airport @VirginAtlantic You have to fly it and you will fall in love with it .... Its gorgeous ❤️❤️❤️❤️	neutral
RT @garphied: Here's one for @JerseySpotter: @JAMRugbyLeague shirt, sponsored by @VirginAtlantic and made by @KukriSports http://t.co/qBI0B…	neutral
@VirginAtlantic can we tempt u 2 join in "The Workplace Macarena Challenge" #laughteristhebestmedicine https://t.co/TLSwi6pTp9”	neutral
@Vinamralongani @Delhi_Airport @VirginAtlantic more power to the red team :)	neutral
The first and the only airline to fly the #B787-9 to @Delhi_Airport starting 30th March @VirginAtlantic #beatthat #avgeeks #india #Aviation	positive
@VirginAtlantic is this because we are travelling with an infant?	neutral
On Todays VS604 @VirginAtlantic @richardbranson mmm #TheVirginExperience #AmIADog ? #food #DirtOnAPlate #toxic #5Star http://t.co/HK59ZBHtiJ	neutral
@VirginAtlantic thanks any help will be appreciated we may still make the flight it's the time from t2 to t3 that will be the problem.	neutral
@VirginAtlantic can't get passed the put in your flight number page just keeps reloading same page	neutral
@chloreaney @Delta the most annoying airline i've ever encountered.	negative
Just possibly blew my taper running through the Detroit airport to make my connection. Thanks for that, @Delta. Hope my luggage makes it.	negative
RT @TRUElinkswear: Nice wknd you've got RT@TheRealBevo @Delta @Avis @StreamsongGolf @DaytonMBB @Hampton @OCNGOLF @Nonabluetavern @ShingleCr…	neutral
I can say that I have never had a bologna sandwich in first class before. Thanks, @Delta	negative
@portugaltheman @Delta I hope they reply to you. This is honestly bullshit	negative
Never stop! #LAX Daytrip 2 #SF via @Delta! Can't wait 2 c u guys! bdugoni flylaxairport https://t.co/WDo0nxYmBl	neutral
#onholdwith @Delta 8 hour delay, can't board plane due to overbooking, yelled at by supervisor, 48:00 on hold &amp; counting. Wow Delta Thanks.	negative
@portugaltheman @Delta had the same shitty exp flying delta this last month. Lied thru their teeth to try and cover things up. A Nightmare.	negative
@Delta @DeltaAssist 8 hour delay, can't board plane due to overbooking, yelled at by supervisor, 48:00 on hold &amp; counting. Wow Delta Thanks.	negative
Thank you @Delta for getting all of my luggage and clothes soaking wet.	negative
Thanks @Delta for proving $850 worth of case protection is no match for you- http://t.co/SGybWjeHDC	negative
RT @EndHateRadio: Dear @Delta are you okay creating an atmosphere of sexual harassment on board? Why sponsor this garbage? #stoprush http:/…	negative
Can someone please explain to me what the prefix Bro is? @Delta http://t.co/LWNTai9dXs	neutral
@Delta y'all delayed the flight to Atlanta for a very long time😒😒	negative
There may or may not be a West Point Glee Club flash mob in the @delta terminal @flylaxairport RIGHT NOW!	neutral
@portugaltheman @Delta always fucks my shit up. Almost missed Christmas with my fambam. #NoBueno	negative
@portugaltheman @Delta poor portugal :c	neutral
@maggielizjones @Delta @VisitNewOrleans hey maggie	neutral
@portugaltheman Never ever fly @Delta they are the worst.	negative
@portugaltheman @Delta My GF @laurelswimmer  is currently stuck at an airport and wants y'all to know she feels bad for your shit experience	negative
RT @DiviniFit: Followers, take note @DeltaAssist @Delta will tweet that they will assist u, but it's all for show. They do NOTHING to make …	negative
.@Delta If Tuu Weh isn't a celebrity dog, I'm not sure who is. #GetTuuWehToDallas	neutral
@portugaltheman @Delta wow. Sounds real professional. Sorry you had such an awful experience :/	negative
RT @ItsBigBert: Been A Super Long Day!!!! But I gotta thank God for gracing me to finally land!!! @delta Y'all are… https://t.co/i7HPAqWTNh	neutral
@DStyleBoxing @Delta @loveyoumore365 Just fill out the entry form. Good luck! =)	neutral
@Delta @DeltaAssist HUGE HUGE shout out to the crew of DL Flt. 2648 from TPA this morning. They are a model crew and should be recognized!!	positive
Great @Delta flight down to @visitneworleans  ! Adventure awaits in the Big Easy :)	positive
RT @TheDrum: .@Delta selects @AKQA as global #digital agency of record http://t.co/T4JLduaIQ2 http://t.co/UpcRI0C1QZ	positive
RT @treyw97: @Delta - Need help getting 7 families to ORD 4 a national mathematics competition n Apr. Donate some seats?  #supportpublicsch…	neutral
@Delta On hold twice for over 20 minutes. I have rez conf # but site says no record. Please contact.	negative
Passed over Yosemite on my flight to San Francisco this morning. #travelDay @delta #sf #Yosemite @… https://t.co/ZRiJ6CocOG	neutral
@delta @klm at the gate your  colleague was able to switch our seats and now we can sit together on this long flight TNX!!!!!!	positive
@portugaltheman @Delta that's so sweet! Backyotomy is at least €300	neutral
I only fly @Delta, but this is making me consider branching out. Jet Blue is looking pretty good right now.	negative
@Delta don't fuck with @portugaltheman	negative
@portugaltheman @Delta Stick it 2 the man. Delta can't hang.	negative
I've seen Jet Blue, Southwest, and even American taking off/landing all day. But I can't get on a @Delta plane to Atl to save my life	negative
@TheMcBang @Delta @DeltaAssist	neutral
@Delta @DeltaAssist now has 9 DCA to ATL flights delayed. None at the gate. No planes in site. So much for my international connection. Thx	neutral
@DiviniFit @DeltaAssist @Delta besides... they should give you a whole year free for your inconvinience!	negative
Dear @Delta are you okay creating an atmosphere of sexual harassment on board? Why sponsor this garbage? #stoprush http://t.co/oXppv5RFkW	negative
Now boarding @Delta flight 811 with service to Atlanta	neutral
@Delta thanks delta for making us miss the first 24 hours of our vacation in aruba because you don't keep to your schedule.	negative
@DiviniFit @DeltaAssist @Delta Delta sucks!!! Travel from NY to Madrid and it was the worst trip ever experimented!!	negative
@Delta thanks delta employees for not calling a cart for us in Atlanta to help us make our connection to Aruba and giving us incorrect info	negative
@Delta Thanks delta employees for not assisting us when we asked you to call ahead to let them know our delta flight was late.	negative
Update: flight out of DC delayed ur to weather.  @united and @Delta I know you're doing what you can, so thank you!	positive
RT @Delta: @Briannahsk Thanks for the follow! :)	neutral
@Delta thanks! Yall were really helpful once I got through	positive
@Delta @DeltaAssist so far today and has effectively ruined my final day in my current location.	neutral
@Delta @DeltaAssist Please contact me through direct message or provide me with steps to follow to improve the awful experience I've had	neutral
@Delta @DeltaAssist I expect so much better.	negative
@Delta @DeltaAssist Please be the great airline I know you can be and contact me to work this out. As a loyal customer for over 10 years..	negative
@Delta @DeltaAssist into other airline options in the future unless my flight change is confirmed. I am absolutely disgusted.	negative
@Delta @DeltaAssist ..countless times in the past. I will now be on a flight that is not cooperative with my schedule, and will be looking	negative
@Delta @DeltaAssist and was again met with rudeness from another representative and told I cannot change my flight when I've done it...	negative
@Delta @DeltaAssist I called and waited on hold for 45 minutes to be hung up on after 5 minutes of nothing. I then had to call back...	negative
@Delta @DeltaAssist I have never had such a miserable experience using your airline. I am disgusted by the quality of service.	negative
Thanks @delta for the 4 hour delay.	negative
This was a really great video! Kudos to @Delta for supporting those who died for the U.S.A. http://t.co/lFixuVpKuG	positive
Followers, take note @DeltaAssist @Delta will tweet that they will assist u, but it's all for show. They do NOTHING to make things right.	negative
Ok, @Delta. Get your act together. It's 2 pm and my 10 am flight is delayed again? Again. Again. Again. Again. Again. Again. Again. Again.	negative
.@Delta has the classiest commercials.	positive
Feeling the 💛 for  @Delta app's flight tracking to know how much time Matt has for beer and hoops before takeoff.	positive
@andrewzimmern @travelchannel @Delta Thanks, Mr. Zimmern. I now have wanderlust for Japan and Japanese food. ✈️❤️💙🌍🍴	neutral
@LorenRuch @Delta sweet!  The fine folks at @DeltaAssist are my favorite travel companions.	positive
So thankful to be flying international w @Delta today. Love you guys! No more AA for this girl, no matter what!	positive
@Delta please take me off hold #30minuteslater	negative
@DesHartsock @Delta @TrudysBrides Hold on, I was taking a delta flight on Wends morning at 8 no coffee and donuts there #notfair	neutral
Great service by Anthony on our @Delta flight to PFC	positive
@Delta Thanks for 2 fantastic flights JFK-ORD RT! Great and really helpful crews! Out: 3/11 #4092, In: 3/12 #3510 http://t.co/L7UJ2YtTrK	positive
Shoutout to @Delta for playing songs from Tycho's new album on their plane -- what is this magic?	positive
Happy journey dad and have a nice trip :) carry my dad safely @Delta	neutral
Check out "Did you know Delta Airlines did this?" at  http://t.co/y0seFxfVmi @Delta a touching video! Your airline is top notch! #respect 🇺🇸	neutral
@deniselao @Delta how do I win lol wanna take @loveyoumore365 with me ;)	neutral
@claudiajordan: But on the bright side they ARE serving jambalaya on this flight. Let me find out @Delta got some soul ✈️✈️	neutral
Sign up for a chance to win 2 tickets to any of @Delta's 300 destinations http://t.co/xAwlrXAdwE	neutral
En route to Bozeman. @Delta flight attendants super nice on this flight	positive
.@Delta If Tuu Weh isn't a celebrity dog, I'm not sure who is. #GetTuuWehToDallas http://t.co/MkuI6mcvBd	neutral
@Delta Your website isn't letting us book tickets and your office is closed. Help!	neutral
shoutout to @Delta Punta Cana employees Carlos O., Samuel G. and Mercedes R. Fantastic service in helping me locate lost item! Gracias!	positive
Thanks @Delta for getting me int he next flight, no charge. +1	positive
@AmericanAir	neutral
@AmericanAir per this agent the flight returned to MIA for mechanical issues but a plane was dispatched to get to SKB at 4:30	neutral
